FullName;title;Photo;birthdate;birthplace;Gender
Ricardo SERRÃO SANTOS;NA;https://www.europarl.europa.eu/mepphoto/124741.jpg;11.10.1954;Portalegre;M
António MARINHO E PINTO;NA;https://www.europarl.europa.eu/mepphoto/124742.jpg;10.09.1950;Amarante;M
Artis PABRIKS;NA;https://www.europarl.europa.eu/mepphoto/124743.jpg;22.03.1966;Jūrmala;M
Guillaume BALAS;NA;https://www.europarl.europa.eu/mepphoto/124744.jpg;30.08.1972;Rillieux-la-Pape;M
Iveta GRIGULE-PĒTERSE;NA;https://www.europarl.europa.eu/mepphoto/124745.jpg;30.09.1964;NA;F
Andrejs MAMIKINS;NA;https://www.europarl.europa.eu/mepphoto/124746.jpg;11.03.1976;Sanktpēterburga (RU);M
Pedro SILVA PEREIRA;NA;https://www.europarl.europa.eu/mepphoto/124747.jpg;15.08.1962;NA;M
Marie-Christine ARNAUTU;NA;https://www.europarl.europa.eu/mepphoto/124748.jpg;19.10.1952;Paris;F
Marijana PETIR;NA;https://www.europarl.europa.eu/mepphoto/124749.jpg;04.10.1975;Kutina;F
Mireille D'ORNANO;NA;https://www.europarl.europa.eu/mepphoto/124750.jpg;29.06.1951;NA;F
Dominique MARTIN;NA;https://www.europarl.europa.eu/mepphoto/124751.jpg;01.10.1961;Scionzier;M
Aymeric CHAUPRADE;NA;https://www.europarl.europa.eu/mepphoto/124752.jpg;13.01.1969;La Ferté Bernard;M
Marie-Christine BOUTONNET;NA;https://www.europarl.europa.eu/mepphoto/124753.jpg;10.02.1949;Albi;F
Ivan JAKOVČIĆ;NA;https://www.europarl.europa.eu/mepphoto/124754.jpg;15.11.1957;Poreč;M
Jean-Luc SCHAFFHAUSER;NA;https://www.europarl.europa.eu/mepphoto/124755.jpg;17.12.1955;Cambrai;M
Davor ŠKRLEC;NA;https://www.europarl.europa.eu/mepphoto/124756.jpg;01.01.1963;Vinkovci;M
Steeve BRIOIS;NA;https://www.europarl.europa.eu/mepphoto/124757.jpg;28.11.1972;Seclin;M
Mylène TROSZCZYNSKI;NA;https://www.europarl.europa.eu/mepphoto/124758.jpg;16.05.1972;Chauny;F
Gabrielius LANDSBERGIS;NA;https://www.europarl.europa.eu/mepphoto/124759.jpg;07.01.1982;Vilnius;M
Nicolas BAY;NA;https://www.europarl.europa.eu/mepphoto/124760.jpg;21.12.1977;Saint-Germain-en-Laye;M
Bernard MONOT;NA;https://www.europarl.europa.eu/mepphoto/124761.jpg;03.07.1962;Nice;M
Antanas GUOGA;NA;https://www.europarl.europa.eu/mepphoto/124763.jpg;17.12.1973;Kaunas;M
Giovanni TOTI;NA;https://www.europarl.europa.eu/mepphoto/124764.jpg;07.09.1968;Viareggio;M
Joëlle MÉLIN;NA;https://www.europarl.europa.eu/mepphoto/124765.jpg;26.03.1950;Versailles;F
Petras AUŠTREVIČIUS;NA;https://www.europarl.europa.eu/mepphoto/124766.jpg;16.05.1963;Vilnius;M
Edouard FERRAND;NA;https://www.europarl.europa.eu/mepphoto/124767.jpg;25.04.1965;NA;M
Valentinas MAZURONIS;NA;https://www.europarl.europa.eu/mepphoto/124768.jpg;18.11.1953;Molėtai;M
Sophie MONTEL;NA;https://www.europarl.europa.eu/mepphoto/124769.jpg;22.11.1969;Montbéliard;F
Jean-François JALKH;NA;https://www.europarl.europa.eu/mepphoto/124770.jpg;23.05.1957;Tournan-en-Brie;M
Dominique BILDE;NA;https://www.europarl.europa.eu/mepphoto/124771.jpg;01.08.1953;Nancy;F
Alberto CIRIO;NA;https://www.europarl.europa.eu/mepphoto/124772.jpg;06.12.1972;Torino;M
Jean ARTHUIS;NA;https://www.europarl.europa.eu/mepphoto/124773.jpg;07.10.1944;Saint-Martin du Bois;M
Mady DELVAUX;NA;https://www.europarl.europa.eu/mepphoto/124776.jpg;11.10.1950;Luxembourg;F
Tiziana BEGHIN;NA;https://www.europarl.europa.eu/mepphoto/124777.jpg;04.02.1971;NA;F
Marco VALLI;NA;https://www.europarl.europa.eu/mepphoto/124778.jpg;29.06.1985;Milano;M
Eleonora EVI;NA;https://www.europarl.europa.eu/mepphoto/124779.jpg;20.11.1983;Milano;F
Marco ZANNI;NA;https://www.europarl.europa.eu/mepphoto/124780.jpg;11.07.1986;Lovere (BG);M
Alfred SANT;NA;https://www.europarl.europa.eu/mepphoto/124781.jpg;28.02.1948;Sliema;M
Dan NICA;NA;https://www.europarl.europa.eu/mepphoto/124784.jpg;02.07.1960;Panciu;M
Maria GRAPINI;NA;https://www.europarl.europa.eu/mepphoto/124785.jpg;07.11.1954;Berești - Galați;F
Damian DRĂGHICI;NA;https://www.europarl.europa.eu/mepphoto/124786.jpg;31.03.1970;București;M
Renata BRIANO;NA;https://www.europarl.europa.eu/mepphoto/124787.jpg;23.02.1964;Genova;F
Luigi MORGANO;NA;https://www.europarl.europa.eu/mepphoto/124788.jpg;15.03.1951;Brescia;M
Sorin MOISĂ;NA;https://www.europarl.europa.eu/mepphoto/124789.jpg;07.01.1976;Piatra Neamț;M
Doru-Claudian FRUNZULICĂ;NA;https://www.europarl.europa.eu/mepphoto/124790.jpg;NA;NA;M
Daniele VIOTTI;NA;https://www.europarl.europa.eu/mepphoto/124791.jpg;08.03.1974;Alessandria;M
Laurenţiu REBEGA;NA;https://www.europarl.europa.eu/mepphoto/124792.jpg;20.02.1976;NA;M
Claudia ȚAPARDEL;NA;https://www.europarl.europa.eu/mepphoto/124793.jpg;16.12.1983;București;F
Remo SERNAGIOTTO;NA;https://www.europarl.europa.eu/mepphoto/124794.jpg;01.09.1955;Montebelluna;M
Flavio TOSI;NA;https://www.europarl.europa.eu/mepphoto/124795.jpg;18.06.1969;Verona;M
David BORRELLI;NA;https://www.europarl.europa.eu/mepphoto/124796.jpg;28.04.1971;Treviso;M
Marco AFFRONTE;NA;https://www.europarl.europa.eu/mepphoto/124797.jpg;06.05.1965;Rimini;M
Alessandra MORETTI;NA;https://www.europarl.europa.eu/mepphoto/124799.jpg;24.06.1973;Vicenza;F
Flavio ZANONATO;NA;https://www.europarl.europa.eu/mepphoto/124800.jpg;24.07.1950;Padova;M
Cécile Kashetu KYENGE;NA;https://www.europarl.europa.eu/mepphoto/124801.jpg;28.08.1964;Kambove (CD);F
Siegfried MUREŞAN;NA;https://www.europarl.europa.eu/mepphoto/124802.jpg;20.09.1981;Hunedoara;M
Isabella DE MONTE;NA;https://www.europarl.europa.eu/mepphoto/124803.jpg;23.06.1971;Udine;F
Elly SCHLEIN;NA;https://www.europarl.europa.eu/mepphoto/124804.jpg;04.05.1985;Lugano (CH);F
Mircea DIACONU;NA;https://www.europarl.europa.eu/mepphoto/124805.jpg;24.12.1949;Com. Vlădești Argeș;M
David McALLISTER;NA;https://www.europarl.europa.eu/mepphoto/124806.jpg;12.01.1971;NA;M
Jens GIESEKE;NA;https://www.europarl.europa.eu/mepphoto/124807.jpg;18.05.1971;Lingen;M
Norbert LINS;NA;https://www.europarl.europa.eu/mepphoto/124808.jpg;22.12.1977;Ravensburg;M
Sven SCHULZE;NA;https://www.europarl.europa.eu/mepphoto/124809.jpg;31.07.1979;Quedlinburg;M
Barbara SPINELLI;NA;https://www.europarl.europa.eu/mepphoto/124810.jpg;31.05.1946;Roma;F
Laura AGEA;NA;https://www.europarl.europa.eu/mepphoto/124811.jpg;17.02.1978;Narni;F
Fabio Massimo CASTALDO;NA;https://www.europarl.europa.eu/mepphoto/124812.jpg;18.09.1985;NA;M
Dario TAMBURRANO;NA;https://www.europarl.europa.eu/mepphoto/124813.jpg;27.08.1969;Roma;M
Simona BONAFÈ;NA;https://www.europarl.europa.eu/mepphoto/124814.jpg;12.07.1973;Varese;F
Arne GERICKE;NA;https://www.europarl.europa.eu/mepphoto/124815.jpg;19.11.1964;Hamburg;M
Julia REDA;NA;https://www.europarl.europa.eu/mepphoto/124816.jpg;30.11.1986;Bonn;F
Enrico GASBARRA;NA;https://www.europarl.europa.eu/mepphoto/124817.jpg;12.08.1962;Roma;M
Klaus BUCHNER;NA;https://www.europarl.europa.eu/mepphoto/124818.jpg;06.02.1941;München;M
Goffredo Maria BETTINI;NA;https://www.europarl.europa.eu/mepphoto/124819.jpg;05.11.1952;Roma;M
Bernd LUCKE;NA;https://www.europarl.europa.eu/mepphoto/124820.jpg;19.08.1962;Berlin;M
Nicola DANTI;NA;https://www.europarl.europa.eu/mepphoto/124821.jpg;06.09.1966;Pelago (FI);M
Dietmar KÖSTER;NA;https://www.europarl.europa.eu/mepphoto/124822.jpg;06.01.1957;Schwerte;M
Hans-Olaf HENKEL;NA;https://www.europarl.europa.eu/mepphoto/124823.jpg;14.03.1940;Hamburg;M
Bernd KÖLMEL;NA;https://www.europarl.europa.eu/mepphoto/124824.jpg;08.12.1958;NA;M
Beatrix von STORCH;NA;https://www.europarl.europa.eu/mepphoto/124825.jpg;27.05.1971;Lübeck;F
Martina WERNER;NA;https://www.europarl.europa.eu/mepphoto/124826.jpg;28.12.1961;Kassel;F
Joachim STARBATTY;NA;https://www.europarl.europa.eu/mepphoto/124827.jpg;09.05.1940;Düsseldorf;M
Fulvio MARTUSCIELLO;NA;https://www.europarl.europa.eu/mepphoto/124828.jpg;25.05.1968;Napoli;M
Ulrike TREBESIUS;NA;https://www.europarl.europa.eu/mepphoto/124829.jpg;17.04.1970;Halle/Saale;F
Marcus PRETZELL;NA;https://www.europarl.europa.eu/mepphoto/124830.jpg;16.07.1973;Rinteln;M
Isabella ADINOLFI;NA;https://www.europarl.europa.eu/mepphoto/124831.jpg;27.03.1978;Salerno;F
Udo VOIGT;NA;https://www.europarl.europa.eu/mepphoto/124832.jpg;14.04.1952;Viersen;M
Laura FERRARA;NA;https://www.europarl.europa.eu/mepphoto/124833.jpg;11.09.1983;Napoli;F
Martin SONNEBORN;NA;https://www.europarl.europa.eu/mepphoto/124834.jpg;15.05.1965;NA;M
Rosa D'AMATO;NA;https://www.europarl.europa.eu/mepphoto/124835.jpg;30.03.1969;Taranto;F
Maria NOICHL;NA;https://www.europarl.europa.eu/mepphoto/124836.jpg;09.01.1967;Rosenheim;F
Joachim SCHUSTER;NA;https://www.europarl.europa.eu/mepphoto/124837.jpg;28.10.1962;Rastatt;M
Susanne MELIOR;NA;https://www.europarl.europa.eu/mepphoto/124838.jpg;01.09.1958;Havelberg;F
Arne LIETZ;NA;https://www.europarl.europa.eu/mepphoto/124839.jpg;23.07.1976;Güstrow;M
Jakob von WEIZSÄCKER;NA;https://www.europarl.europa.eu/mepphoto/124840.jpg;04.03.1970;Heidelberg;M
Iris HOFFMANN;NA;https://www.europarl.europa.eu/mepphoto/124841.jpg;29.06.1963;Rostock;F
Daniela AIUTO;NA;https://www.europarl.europa.eu/mepphoto/124842.jpg;14.12.1975;Losanna (Svizzera);F
Tomislav DONCHEV;NA;https://www.europarl.europa.eu/mepphoto/124843.jpg;06.08.1973;Gabrovo;M
Piernicola PEDICINI;NA;https://www.europarl.europa.eu/mepphoto/124844.jpg;22.05.1969;Benevento;M
Pina PICIERNO;NA;https://www.europarl.europa.eu/mepphoto/124846.jpg;10.05.1981;S. Maria Capua Vetere (CE);F
Elena GENTILE;NA;https://www.europarl.europa.eu/mepphoto/124847.jpg;02.11.1953;NA;F
Maria HEUBUCH;NA;https://www.europarl.europa.eu/mepphoto/124848.jpg;12.12.1958;Ravensburg;F
Massimo PAOLUCCI;NA;https://www.europarl.europa.eu/mepphoto/124849.jpg;13.12.1959;Napoli;M
Emil RADEV;NA;https://www.europarl.europa.eu/mepphoto/124850.jpg;26.05.1971;Varna;M
Nicola CAPUTO;NA;https://www.europarl.europa.eu/mepphoto/124851.jpg;04.03.1966;Teverola (CE);M
Sergei STANISHEV;NA;https://www.europarl.europa.eu/mepphoto/124852.jpg;05.05.1966;Kherson;M
Salvatore Domenico POGLIESE;NA;https://www.europarl.europa.eu/mepphoto/124853.jpg;03.03.1972;Catania;M
Salvatore CICU;NA;https://www.europarl.europa.eu/mepphoto/124854.jpg;03.09.1957;Palermo;M
Georgi PIRINSKI;NA;https://www.europarl.europa.eu/mepphoto/124855.jpg;10.09.1948;New York (USA);M
Ignazio CORRAO;NA;https://www.europarl.europa.eu/mepphoto/124856.jpg;14.01.1984;Roma;M
Peter KOUROUMBASHEV;NA;https://www.europarl.europa.eu/mepphoto/124857.jpg;28.01.1968;Pleven;M
Fabio DE MASI;NA;https://www.europarl.europa.eu/mepphoto/124858.jpg;07.03.1980;Groß-Gerau;M
Giulia MOI;NA;https://www.europarl.europa.eu/mepphoto/124859.jpg;24.05.1971;Cagliari;F
Renato SORU;NA;https://www.europarl.europa.eu/mepphoto/124860.jpg;06.08.1957;Sanluri (CG);M
Caterina CHINNICI;NA;https://www.europarl.europa.eu/mepphoto/124861.jpg;05.11.1954;Palermo;F
Ulrike MÜLLER;NA;https://www.europarl.europa.eu/mepphoto/124862.jpg;07.12.1962;Augsburg;F
Stefan ECK;NA;https://www.europarl.europa.eu/mepphoto/124863.jpg;08.01.1956;Homburg;M
Michela GIUFFRIDA;NA;https://www.europarl.europa.eu/mepphoto/124864.jpg;12.01.1964;Catania;F
Ilhan KYUCHYUK;NA;https://www.europarl.europa.eu/mepphoto/124866.jpg;16.09.1985;Sevlievo;M
Brando BENIFEI;NA;https://www.europarl.europa.eu/mepphoto/124867.jpg;01.01.1986;La Spezia;M
Alessia Maria MOSCA;NA;https://www.europarl.europa.eu/mepphoto/124868.jpg;23.05.1975;NA;F
Gianluca BUONANNO;NA;https://www.europarl.europa.eu/mepphoto/124869.jpg;15.05.1966;Borgo Sesia (VC);M
Jeppe KOFOD;NA;https://www.europarl.europa.eu/mepphoto/124870.jpg;14.03.1974;København;M
Nikolay BAREKOV;NA;https://www.europarl.europa.eu/mepphoto/124871.jpg;16.10.1972;Plovdiv;M
Morten PETERSEN;NA;https://www.europarl.europa.eu/mepphoto/124872.jpg;14.09.1966;Kobenhavn;M
Angel DZHAMBAZKI;NA;https://www.europarl.europa.eu/mepphoto/124873.jpg;21.03.1979;NA;M
Bolesław G. PIECHA;NA;https://www.europarl.europa.eu/mepphoto/124874.jpg;19.09.1954;Rybnik;M
Anders VISTISEN;NA;https://www.europarl.europa.eu/mepphoto/124875.jpg;12.11.1987;Viborg;M
Rikke-Louise KARLSSON;NA;https://www.europarl.europa.eu/mepphoto/124876.jpg;29.04.1965;Svenstrup, Aalborg;F
Jadwiga WIŚNIEWSKA;NA;https://www.europarl.europa.eu/mepphoto/124877.jpg;02.07.1963;Myszków;F
Jørn DOHRMANN;NA;https://www.europarl.europa.eu/mepphoto/124878.jpg;09.01.1969;Vamdrup;M
Janusz KORWIN-MIKKE;NA;https://www.europarl.europa.eu/mepphoto/124879.jpg;27.10.1942;NA;M
Ulla TØRNÆS;NA;https://www.europarl.europa.eu/mepphoto/124880.jpg;04.09.1962;Esbjerg;F
Marek PLURA;NA;https://www.europarl.europa.eu/mepphoto/124881.jpg;18.07.1970;Racibórz;M
Dawid Bohdan JACKIEWICZ;NA;https://www.europarl.europa.eu/mepphoto/124882.jpg;18.03.1973;Wrocław;M
Krystyna ŁYBACKA;NA;https://www.europarl.europa.eu/mepphoto/124883.jpg;10.02.1946;Jutrosin;F
Kosma ZŁOTOWSKI;NA;https://www.europarl.europa.eu/mepphoto/124884.jpg;14.01.1964;Bydgoszcz;M
Robert Jarosław IWASZKIEWICZ;NA;https://www.europarl.europa.eu/mepphoto/124886.jpg;17.05.1962;Wrocław;M
Karol KARSKI;NA;https://www.europarl.europa.eu/mepphoto/124887.jpg;13.05.1966;Warszawa;M
Gabriele PREUSS;NA;https://www.europarl.europa.eu/mepphoto/124888.jpg;27.09.1954;Dortmund;F
Agnieszka KOZŁOWSKA;NA;https://www.europarl.europa.eu/mepphoto/124889.jpg;04.12.1969;Kętrzyn;F
Adam SZEJNFELD;NA;https://www.europarl.europa.eu/mepphoto/124890.jpg;13.11.1958;Kalisz;M
Zdzisław KRASNODĘBSKI;NA;https://www.europarl.europa.eu/mepphoto/124891.jpg;11.04.1953;Choszczno;M
Marek JUREK;NA;https://www.europarl.europa.eu/mepphoto/124892.jpg;28.06.1960;Gorzów Wielkopolski;M
Bogdan Andrzej ZDROJEWSKI;NA;https://www.europarl.europa.eu/mepphoto/124893.jpg;18.05.1957;Kłodzko;M
Michał MARUSIK;NA;https://www.europarl.europa.eu/mepphoto/124894.jpg;26.09.1951;Skrzynki;M
Krzysztof HETMAN;NA;https://www.europarl.europa.eu/mepphoto/124895.jpg;27.06.1974;Lublin;M
Michał BONI;NA;https://www.europarl.europa.eu/mepphoto/124896.jpg;10.06.1954;Poznań;M
Stanisław OŻÓG;NA;https://www.europarl.europa.eu/mepphoto/124897.jpg;27.05.1953;Sokołów Małopolski;M
Julia PITERA;NA;https://www.europarl.europa.eu/mepphoto/124898.jpg;26.05.1953;Warszawa;F
Andrzej DUDA;NA;https://www.europarl.europa.eu/mepphoto/124899.jpg;16.05.1972;Kraków;M
Beata GOSIEWSKA;NA;https://www.europarl.europa.eu/mepphoto/124900.jpg;06.03.1971;Wysokie Mazowieckie;F
Jana ŽITŇANSKÁ;NA;https://www.europarl.europa.eu/mepphoto/124901.jpg;14.05.1974;Bratislava;F
Stanisław ŻÓŁTEK;NA;https://www.europarl.europa.eu/mepphoto/124902.jpg;07.05.1956;Kraków;M
Bogdan Brunon WENTA;NA;https://www.europarl.europa.eu/mepphoto/124903.jpg;19.11.1961;Szpęgawsk;M
József NAGY;NA;https://www.europarl.europa.eu/mepphoto/124926.jpg;11.03.1968;Dunajská Streda;M
Branislav ŠKRIPEK;NA;https://www.europarl.europa.eu/mepphoto/124927.jpg;30.08.1970;Piešťany;M
Richard SULÍK;NA;https://www.europarl.europa.eu/mepphoto/124928.jpg;12.01.1968;Bratislava;M
Ivan ŠTEFANEC;NA;https://www.europarl.europa.eu/mepphoto/124929.jpg;30.09.1961;Považská Bystrica;M
Pál CSÁKY;NA;https://www.europarl.europa.eu/mepphoto/124930.jpg;21.03.1956;Šahy;M
Josep-Maria TERRICABRAS;NA;https://www.europarl.europa.eu/mepphoto/124932.jpg;12.07.1946;Calella;M
Ernest MARAGALL;NA;https://www.europarl.europa.eu/mepphoto/124933.jpg;05.01.1943;Barcelona;M
Monika VANA;NA;https://www.europarl.europa.eu/mepphoto/124934.jpg;14.09.1969;Wien;F
Michel REIMON;NA;https://www.europarl.europa.eu/mepphoto/124935.jpg;11.07.1971;Eisenstadt;M
Maria ARENA;NA;https://www.europarl.europa.eu/mepphoto/124936.jpg;17.12.1966;Mons;F
Peter ERIKSSON;NA;https://www.europarl.europa.eu/mepphoto/124937.jpg;03.08.1958;Säby;M
Janice ATKINSON;NA;https://www.europarl.europa.eu/mepphoto/124938.jpg;31.08.1962;London;F
Diane JAMES;NA;https://www.europarl.europa.eu/mepphoto/124939.jpg;20.11.1959;NA;F
Patrick O'FLYNN;NA;https://www.europarl.europa.eu/mepphoto/124940.jpg;29.08.1965;Cambridge;M
Raymond FINCH;NA;https://www.europarl.europa.eu/mepphoto/124941.jpg;02.06.1963;Liverpool;M
Molly SCOTT CATO;NA;https://www.europarl.europa.eu/mepphoto/124942.jpg;21.05.1963;Stroud;F
Andrew LEWER;NA;https://www.europarl.europa.eu/mepphoto/124943.jpg;18.07.1971;Burnley;M
Clare MOODY;NA;https://www.europarl.europa.eu/mepphoto/124944.jpg;30.10.1965;Chipping Norton;F
Margot PARKER;NA;https://www.europarl.europa.eu/mepphoto/124945.jpg;24.07.1943;Grantham;F
Edouard MARTIN;NA;https://www.europarl.europa.eu/mepphoto/124947.jpg;15.06.1963;Padul (ES);M
Siôn SIMON;NA;https://www.europarl.europa.eu/mepphoto/124948.jpg;23.12.1968;Doncaster;M
Lucy ANDERSON;NA;https://www.europarl.europa.eu/mepphoto/124949.jpg;NA;NA;F
Jill SEYMOUR;NA;https://www.europarl.europa.eu/mepphoto/124950.jpg;08.05.1958;Cosford;F
Bill ETHERIDGE;NA;https://www.europarl.europa.eu/mepphoto/124951.jpg;18.03.1970;Wolverhampton;M
Seb DANCE;NA;https://www.europarl.europa.eu/mepphoto/124952.jpg;01.12.1981;London;M
Jude KIRTON-DARLING;NA;https://www.europarl.europa.eu/mepphoto/124953.jpg;02.06.1977;Dar-Es-Salaam (Tanzania);F
Paul BRANNEN;NA;https://www.europarl.europa.eu/mepphoto/124954.jpg;13.09.1962;Peterborough;M
Jane COLLINS;NA;https://www.europarl.europa.eu/mepphoto/124955.jpg;17.02.1962;Pontefract;F
Amjad BASHIR;NA;https://www.europarl.europa.eu/mepphoto/124956.jpg;17.09.1952;Jhelum (PK);M
Mike HOOKEM;NA;https://www.europarl.europa.eu/mepphoto/124957.jpg;09.10.1953;Hull;M
Jonathan ARNOTT;NA;https://www.europarl.europa.eu/mepphoto/124958.jpg;12.01.1981;Sheffield;M
Ian DUNCAN;NA;https://www.europarl.europa.eu/mepphoto/124960.jpg;NA;NA;M
Theresa GRIFFIN;NA;https://www.europarl.europa.eu/mepphoto/124961.jpg;11.12.1962;Coventry;F
Afzal KHAN;NA;https://www.europarl.europa.eu/mepphoto/124962.jpg;05.04.1958;Jhelum (Pakistan);M
Julie WARD;NA;https://www.europarl.europa.eu/mepphoto/124963.jpg;07.03.1957;Ripon;F
Louise BOURS;NA;https://www.europarl.europa.eu/mepphoto/124964.jpg;23.12.1968;Congleton;F
Nathan GILL;NA;https://www.europarl.europa.eu/mepphoto/124965.jpg;06.07.1973;Hull;M
Steven WOOLFE;NA;https://www.europarl.europa.eu/mepphoto/124966.jpg;06.10.1967;Manchester;M
David COBURN;NA;https://www.europarl.europa.eu/mepphoto/124967.jpg;11.02.1959;Glasgow;M
Therese COMODINI CACHIA;NA;https://www.europarl.europa.eu/mepphoto/124968.jpg;23.02.1973;Attard;F
Anneliese DODDS;NA;https://www.europarl.europa.eu/mepphoto/124969.jpg;16.03.1978;Aberdeen;F
Miriam DALLI;NA;https://www.europarl.europa.eu/mepphoto/124970.jpg;19.05.1976;St. Julian's;F
James CARVER;NA;https://www.europarl.europa.eu/mepphoto/124971.jpg;15.08.1969;NA;M
Ernest URTASUN;NA;https://www.europarl.europa.eu/mepphoto/124972.jpg;27.01.1982;NA;M
Gerolf ANNEMANS;NA;https://www.europarl.europa.eu/mepphoto/124973.jpg;08.11.1958;Antwerpen;M
Lynn BOYLAN;NA;https://www.europarl.europa.eu/mepphoto/124984.jpg;29.11.1976;Dublin;F
Luke Ming FLANAGAN;NA;https://www.europarl.europa.eu/mepphoto/124985.jpg;22.01.1972;Roscommon;M
Matt CARTHY;NA;https://www.europarl.europa.eu/mepphoto/124986.jpg;19.07.1977;Birmingham;M
Liadh NÍ RIADA;NA;https://www.europarl.europa.eu/mepphoto/124987.jpg;28.11.1966;Baile Átha Cliath;F
Deirdre CLUNE;NA;https://www.europarl.europa.eu/mepphoto/124988.jpg;01.06.1959;Cork;F
Fredrick FEDERLEY;NA;https://www.europarl.europa.eu/mepphoto/124989.jpg;06.05.1978;Köping;M
Lars ADAKTUSSON;NA;https://www.europarl.europa.eu/mepphoto/124990.jpg;06.08.1955;Jönköping;M
Jytte GUTELAND;NA;https://www.europarl.europa.eu/mepphoto/124991.jpg;16.09.1979;Brännkyrka;F
Malin BJÖRK;NA;https://www.europarl.europa.eu/mepphoto/124992.jpg;22.05.1972;Göteborg;F
Bodil VALERO;NA;https://www.europarl.europa.eu/mepphoto/124993.jpg;14.05.1958;Ljungarum;F
Max ANDERSSON;NA;https://www.europarl.europa.eu/mepphoto/124994.jpg;26.10.1973;Solna;M
Kristina WINBERG;NA;https://www.europarl.europa.eu/mepphoto/124995.jpg;27.05.1965;NA;F
Peter LUNDGREN;NA;https://www.europarl.europa.eu/mepphoto/124996.jpg;02.02.1963;NA;M
Soraya POST;NA;https://www.europarl.europa.eu/mepphoto/124997.jpg;15.10.1956;Göteborg;F
Harald VILIMSKY;NA;https://www.europarl.europa.eu/mepphoto/125001.jpg;22.07.1966;NA;M
Hugues BAYET;NA;https://www.europarl.europa.eu/mepphoto/125002.jpg;12.04.1975;Farciennes;M
Igor ŠOLTES;NA;https://www.europarl.europa.eu/mepphoto/125003.jpg;22.08.1964;Ljubljana;M
Franc BOGOVIČ;NA;https://www.europarl.europa.eu/mepphoto/125004.jpg;02.02.1963;Senovo;M
Javier NART;NA;https://www.europarl.europa.eu/mepphoto/125005.jpg;19.08.1947;Laredo;M
Francisco de Paula GAMBUS MILLET;NA;https://www.europarl.europa.eu/mepphoto/125006.jpg;21.05.1974;Barcelona;M
Daniel BUDA;NA;https://www.europarl.europa.eu/mepphoto/125012.jpg;11.01.1970;Com. Românași;M
Momchil NEKOV;NA;https://www.europarl.europa.eu/mepphoto/125013.jpg;13.05.1986;Silistra;M
Claudia SCHMIDT;NA;https://www.europarl.europa.eu/mepphoto/125016.jpg;26.04.1963;Salzburg;F
Eugen FREUND;NA;https://www.europarl.europa.eu/mepphoto/125018.jpg;15.04.1951;Wien;M
Cora van NIEUWENHUIZEN;NA;https://www.europarl.europa.eu/mepphoto/125019.jpg;12.06.1963;Ridderkerk;F
Paul TANG;NA;https://www.europarl.europa.eu/mepphoto/125020.jpg;23.04.1967;Haarlem;M
Agnes JONGERIUS;NA;https://www.europarl.europa.eu/mepphoto/125021.jpg;04.11.1960;Vleuten-De-Meern;F
Matthijs van MILTENBURG;NA;https://www.europarl.europa.eu/mepphoto/125022.jpg;02.04.1972;Rosmalen;M
Anja HAZEKAMP;NA;https://www.europarl.europa.eu/mepphoto/125023.jpg;21.01.1968;Vlagtwedde;F
Barbara KAPPEL;NA;https://www.europarl.europa.eu/mepphoto/125024.jpg;16.02.1965;Reith i. A.;F
Marcel de GRAAFF;NA;https://www.europarl.europa.eu/mepphoto/125025.jpg;07.04.1962;Rotterdam;M
Angelika MLINAR;NA;https://www.europarl.europa.eu/mepphoto/125026.jpg;29.06.1970;Altendorf;F
Esteban GONZÁLEZ PONS;NA;https://www.europarl.europa.eu/mepphoto/125027.jpg;21.08.1964;Valencia;M
Olaf STUGER;NA;https://www.europarl.europa.eu/mepphoto/125028.jpg;03.05.1969;Driebergen;M
Hans JANSEN;NA;https://www.europarl.europa.eu/mepphoto/125029.jpg;17.11.1942;Amsterdam;M
Annie SCHREIJER-PIERIK;NA;https://www.europarl.europa.eu/mepphoto/125030.jpg;17.02.1953;Diepenheim;F
Pablo IGLESIAS;NA;https://www.europarl.europa.eu/mepphoto/125031.jpg;17.10.1978;Madrid;M
Ramón Luis VALCÁRCEL SISO;NA;https://www.europarl.europa.eu/mepphoto/125032.jpg;16.11.1954;Murcia;M
Teresa RODRIGUEZ-RUBIO;NA;https://www.europarl.europa.eu/mepphoto/125033.jpg;18.09.1981;Rota (Cádiz);F
Carlos JIMÉNEZ VILLAREJO;NA;https://www.europarl.europa.eu/mepphoto/125034.jpg;03.06.1935;Málaga;M
Lola SÁNCHEZ CALDENTEY;NA;https://www.europarl.europa.eu/mepphoto/125035.jpg;17.03.1978;Valencia;F
Pablo ECHENIQUE;NA;https://www.europarl.europa.eu/mepphoto/125036.jpg;28.08.1978;Rosario (Santa Fe);M
Anne-Marie MINEUR;NA;https://www.europarl.europa.eu/mepphoto/125037.jpg;14.05.1967;Oss;F
Maite PAGAZAURTUNDÚA;NA;https://www.europarl.europa.eu/mepphoto/125038.jpg;11.02.1965;Donostia San Sebastián;F
Fernando MAURA BARANDIARÁN;NA;https://www.europarl.europa.eu/mepphoto/125039.jpg;30.04.1955;Bilbao;M
Beatriz BECERRA BASTERRECHEA;NA;https://www.europarl.europa.eu/mepphoto/125040.jpg;14.11.1966;Madrid;F
Soledad CABEZÓN RUIZ;NA;https://www.europarl.europa.eu/mepphoto/125041.jpg;01.09.1973;Albaida del Aljarafe, Sevilla;F
